Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
18,Crystal Palace,Eberechi Eze,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
20,Sheffield Utd,James Mcatee,Shot,Goal,0.14,0.2,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
22,Crystal Palace,Jordan Ayew,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
27,Crystal Palace,Eberechi Eze,Shot,Goal,0.03,0.31,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
37,Sheffield Utd,Oliver McBurnie,Shot,Saved,0.02,0.03,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
41,Crystal Palace,Michael Olise,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
41,Crystal Palace,Michael Olise,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
44,Crystal Palace,Jordan Ayew,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
63,Crystal Palace,Jean-Philippe Mateta,Shot,Off Target,0.12,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
67,Crystal Palace,Michael Olise,Shot,Goal,0.03,0.3,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
72,Crystal Palace,Eberechi Eze,Shot,Saved,0.07,0.13,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
76,Sheffield Utd,William Osula,Shot,Saved,0.05,0.06,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
84,Sheffield Utd,Anel Ahmedhodžić,Shot,Woodwork,0.25,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
84,Sheffield Utd,Yasser Larouci,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
85,Sheffield Utd,William Osula,Shot,Blocked,0.13,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
85,Sheffield Utd,Andre Brooks,Shot,Saved,0.05,0.04,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
90,Sheffield Utd,William Osula,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/9f51ce03/Crystal-Palace-Sheffield-United-January-30-2024-Premier-League,2024-01-30,Crystal Palace,Sheffield Utd,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
20,Newcastle Utd,Anthony Gordon,Shot,Saved,0.32,0.46,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
20,Newcastle Utd,Alexander Isak,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
27,Aston Villa,Matty Cash,Shot,Saved,0.03,0.04,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
29,Newcastle Utd,Dan Burn,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
30,Newcastle Utd,Jacob Murphy,Shot,Saved,0.03,0.04,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
30,Newcastle Utd,Sean Longstaff,Shot,Blocked,0.17,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
31,Newcastle Utd,Anthony Gordon,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
32,Newcastle Utd,Fabian Schär,Shot,Goal,0.19,0.68,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
36,Newcastle Utd,Anthony Gordon,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
36,Newcastle Utd,Fabian Schär,Shot,Goal,0.7,0.76,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
45,Aston Villa,Clément Lenglet,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
45,Aston Villa,John McGinn,Shot,Off Target,0.16,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
47,Newcastle Utd,Sven Botman,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
52,Newcastle Utd,Jacob Murphy,Shot,Off Target,0.24,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
59,Aston Villa,Ollie Watkins,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
61,Aston Villa,Moussa Diaby,Shot,Blocked,0.29,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
65,Aston Villa,Ollie Watkins,Shot,Saved,0.11,0.08,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
69,Aston Villa,Matty Cash,Shot,Saved,0.09,0.14,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
71,Aston Villa,Ollie Watkins,Shot,Goal,0.38,0.43,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
75,Aston Villa,Leon Bailey,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
78,Newcastle Utd,Sven Botman,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
78,Newcastle Utd,Fabian Schär,Shot,Blocked,0.14,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
89,Newcastle Utd,Sean Longstaff,Shot,Saved,0.64,0.72,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
90,Aston Villa,John McGinn,Shot,Saved,0.02,0.06,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
90,Aston Villa,Clément Lenglet,Shot,Off Target,0.16,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
90,Aston Villa,Ollie Watkins,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,2024-01-30,Aston Villa,Newcastle Utd,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
4,Tottenham,Oliver Skipp,Shot,Blocked,0.18,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
11,Tottenham,James Maddison,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
15,Brentford,Ivan Toney,Shot,Saved,0.14,0.26,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
15,Brentford,Neal Maupay,Shot,Goal,0.2,0.53,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
21,Tottenham,Timo Werner,Shot,Saved,0.02,0.31,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
21,Tottenham,Timo Werner,Shot,Off Target,0.15,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
23,Tottenham,James Maddison,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
25,Tottenham,Richarlison,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
37,Brentford,Ethan Pinnock,Shot,Off Target,0.09,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
45,Brentford,Ivan Toney,Shot,Saved,0.04,0.05,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
48,Tottenham,Destiny Udogie,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
48,Tottenham,Destiny Udogie,Shot,Goal,0.52,0.86,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
49,Tottenham,Brennan Johnson,Shot,Goal,0.93,0.95,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
54,Tottenham,Richarlison,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
56,Tottenham,James Maddison,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
56,Tottenham,Richarlison,Shot,Goal,0.39,0.84,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
59,Tottenham,Dejan Kulusevski,Shot,Blocked,0.12,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
59,Tottenham,Pedro Porro,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
63,Brentford,Ivan Toney,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
64,Brentford,Ivan Toney,Shot,Off Target,0.36,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
67,Brentford,Ivan Toney,Shot,Goal,0.5,0.94,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
69,Tottenham,Dejan Kulusevski,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
69,Tottenham,James Maddison,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
71,Brentford,Ben Mee,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
75,Tottenham,Timo Werner,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
76,Tottenham,Pedro Porro,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
90,Tottenham,Richarlison,Shot,Saved,0.03,0.04,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
90,Brentford,Shandon Baptiste,Shot,Saved,0.19,0.12,https://fbref.com/en/matches/79ffec97/Tottenham-Hotspur-Brentford-January-31-2024-Premier-League,2024-01-31,Tottenham,Brentford,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
7,Manchester City,Kevin De Bruyne,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
13,Burnley,Wilson Odobert,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
15,Manchester City,Matheus Nunes,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
16,Manchester City,Julián Álvarez,Shot,Goal,0.58,0.85,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
18,Manchester City,Kevin De Bruyne,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
22,Manchester City,Julián Álvarez,Shot,Goal,0.36,0.67,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
26,Burnley,Sander Berge,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
27,Manchester City,Matheus Nunes,Shot,Saved,0.05,0.03,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
35,Manchester City,Joško Gvardiol,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
43,Burnley,Lyle Foster,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
46,Manchester City,Rodri,Shot,Goal,0.11,0.32,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
47,Burnley,Zeki Amdouni,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
51,Manchester City,Phil Foden,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
52,Burnley,Zeki Amdouni,Shot,Off Target,0.2,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
54,Manchester City,Phil Foden,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
64,Burnley,Josh Brownhill,Shot,Saved,0.05,0.05,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
70,Manchester City,Kevin De Bruyne,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
73,Manchester City,Joško Gvardiol,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
82,Burnley,Hjalmar Ekdal,Shot,Saved,0.03,0.03,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
85,Manchester City,Erling Haaland,Shot,Blocked,0.15,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
85,Manchester City,Erling Haaland,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
90,Burnley,Ameen Al-Dakhil,Shot,Goal,0.96,0.99,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Manchester City,Burnley,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
6,Liverpool,Darwin Núñez,Shot,Saved,0.1,0.22,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
8,Liverpool,Darwin Núñez,Shot,Saved,0.04,0.11,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
9,Liverpool,Alexis Mac Allister,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
14,Liverpool,Darwin Núñez,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
15,Liverpool,Darwin Núñez,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
18,Liverpool,Darwin Núñez,Shot,Saved,0.09,0.29,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
19,Liverpool,Virgil van Dijk,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
20,Liverpool,Alexis Mac Allister,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
21,Liverpool,Luis Díaz,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
23,Liverpool,Diogo Jota,Shot,Goal,0.31,0.97,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
31,Liverpool,Curtis Jones,Shot,Saved,0.03,0.4,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
31,Liverpool,Darwin Núñez,Shot,Off Target,0.1,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
34,Liverpool,Dominik Szoboszlai,Shot,Blocked,0.07,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
39,Liverpool,Conor Bradley,Shot,Goal,0.09,0.48,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
45,Liverpool,Darwin Núñez(pen),Penalty,Woodwork,0.79,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
45,Chelsea,Enzo Fernández,Shot,Saved,0.02,0.01,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
48,Liverpool,Darwin Núñez,Shot,Blocked,0.01,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
51,Chelsea,Mykhailo Mudryk,Shot,Off Target,0.38,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
53,Liverpool,Luis Díaz,Shot,Saved,0.02,0.07,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
56,Liverpool,Diogo Jota,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
59,Liverpool,Dominik Szoboszlai,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
61,Liverpool,Darwin Núñez,Shot,Saved,0.08,0.03,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
65,Liverpool,Dominik Szoboszlai,Shot,Goal,0.14,0.05,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
71,Chelsea,Christopher Nkunku,Shot,Goal,0.15,0.55,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
73,Chelsea,Malo Gusto,Shot,Saved,0.03,0.03,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
76,Liverpool,Darwin Núñez,Shot,Woodwork,0.13,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
76,Liverpool,Harvey Elliott,Shot,Saved,0.04,0.03,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
76,Liverpool,Alexis Mac Allister,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
77,Liverpool,Cody Gakpo,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
79,Liverpool,Luis Díaz,Shot,Goal,0.41,0.78,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
84,Liverpool,Darwin Núñez,Shot,Saved,0.03,0.1,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
90,Liverpool,Cody Gakpo,Shot,Saved,0.03,0.21,https://fbref.com/en/matches/1836d9bd/Liverpool-Chelsea-January-31-2024-Premier-League,2024-01-31,Liverpool,Chelsea,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
3,Bournemouth,Dominic Solanke,Shot,Goal,0.53,0.25,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
6,Bournemouth,Marcos Senesi,Shot,Off Target,0.11,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
