Minute,Team,Player,Event Type,Outcome,xG,PSxG,match_url,match_date,home_team,away_team,division
15,Bournemouth,Lewis Cook,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
16,West Ham,Kalvin Phillips,Shot,Saved,0.01,0.02,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
18,Bournemouth,Antoine Semenyo,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
36,Bournemouth,Antoine Semenyo,Shot,Saved,0.29,0.13,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
38,West Ham,Jarrod Bowen,Shot,Saved,0.19,0.16,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
40,West Ham,Tomáš Souček,Shot,Off Target,0.18,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
45,Bournemouth,Antoine Semenyo,Shot,Saved,0.07,0.07,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
54,West Ham,Tomáš Souček,Shot,Off Target,0.06,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
57,West Ham,Edson Álvarez,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
61,West Ham,James Ward-Prowse(pen),Penalty,Goal,0.79,0.86,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
63,Bournemouth,Lloyd Kelly,Shot,Saved,0.03,0.12,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
65,Bournemouth,Ryan Christie,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
68,West Ham,Jarrod Bowen,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
75,West Ham,Tomáš Souček,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
80,West Ham,Jarrod Bowen,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
85,Bournemouth,Luis Sinisterra,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/16dc9951/West-Ham-United-Bournemouth-February-1-2024-Premier-League,2024-02-01,West Ham,Bournemouth,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
5,Manchester Utd,Marcus Rashford,Shot,Goal,0.1,0.44,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
11,Manchester Utd,Casemiro,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
16,Manchester Utd,Casemiro,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
21,Wolves,Nélson Semedo,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
21,Wolves,Matheus Cunha,Shot,Saved,0.03,0.03,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
22,Manchester Utd,Rasmus Højlund,Shot,Goal,0.79,0.99,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
26,Manchester Utd,Casemiro,Shot,Off Target,0.31,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
28,Wolves,Tommy Doyle,Shot,Saved,0.06,0.18,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
32,Manchester Utd,Bruno Fernandes,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
34,Manchester Utd,Raphaël Varane,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
34,Manchester Utd,Alejandro Garnacho,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
37,Wolves,Mario Lemina,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
46,Manchester Utd,Bruno Fernandes,Shot,Blocked,0.29,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
49,Wolves,Max Kilman,Shot,Blocked,0.09,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
55,Manchester Utd,Rasmus Højlund,Shot,Saved,0.34,0.53,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
55,Manchester Utd,Casemiro,Shot,Saved,0.08,0.09,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
58,Wolves,Craig Dawson,Shot,Saved,0.15,0.49,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
59,Wolves,Matheus Cunha,Shot,Off Target,0.07,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
63,Wolves,Tommy Doyle,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
67,Manchester Utd,Diogo Dalot,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
71,Wolves,Pablo Sarabia(pen),Penalty,Goal,0.79,0.84,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
73,Wolves,Pedro Neto,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
74,Manchester Utd,Bruno Fernandes,Shot,Saved,0.03,0.19,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
74,Manchester Utd,Kobbie Mainoo,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
75,Manchester Utd,Scott McTominay,Shot,Goal,0.16,0.33,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
80,Manchester Utd,Bruno Fernandes,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
82,Wolves,Nélson Semedo,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
83,Manchester Utd,Antony,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
85,Wolves,Pedro Neto,Shot,Blocked,0.05,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
85,Wolves,Craig Dawson,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
85,Wolves,Max Kilman,Shot,Goal,0.6,0.88,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Manchester Utd,Bruno Fernandes,Shot,Blocked,0.13,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Manchester Utd,Antony,Shot,Blocked,0.06,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Manchester Utd,Scott McTominay,Shot,Saved,0.7,0.45,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Wolves,Pedro Neto,Shot,Goal,0.08,0.19,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Manchester Utd,Kobbie Mainoo,Shot,Goal,0.08,0.45,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
90,Wolves,Matheus Cunha,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Wolves,Manchester Utd,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
4,Tottenham,Richarlison,Shot,Goal,0.58,0.7,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
5,Everton,Dominic Calvert-Lewin,Shot,Off Target,0.08,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
9,Tottenham,James Maddison,Shot,Saved,0.04,0.37,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
10,Tottenham,Pierre Højbjerg,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
15,Everton,Idrissa Gana Gueye,Shot,Blocked,0.03,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
25,Everton,Dominic Calvert-Lewin,Shot,Off Target,0.04,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
30,Everton,Dominic Calvert-Lewin,Shot,Blocked,0.65,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
30,Everton,Jack Harrison,Shot,Goal,0.87,0.96,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
41,Tottenham,Richarlison,Shot,Goal,0.04,0.36,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
43,Everton,Dwight McNeil,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
45,Everton,Dominic Calvert-Lewin,Shot,Blocked,0.1,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
45,Everton,Ben Godfrey,Shot,Saved,0.16,0.08,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
45,Everton,Idrissa Gana Gueye,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
50,Everton,Jack Harrison,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
50,Tottenham,Pedro Porro,Shot,Saved,0.04,0.21,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
52,Tottenham,Pierre Højbjerg,Shot,Off Target,0.05,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
58,Tottenham,James Maddison,Shot,Saved,0.07,0.14,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
60,Tottenham,Richarlison,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
65,Everton,Dominic Calvert-Lewin,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
68,Everton,Ben Godfrey,Shot,Off Target,0.01,0.0,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
70,Tottenham,Richarlison,Shot,Saved,0.08,0.03,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
88,Everton,Youssef Chermiti,Shot,Saved,0.29,0.22,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
90,Everton,Jarrad Branthwaite,Shot,Goal,0.86,0.97,https://fbref.com/en/matches/fd68d50e/Everton-Tottenham-Hotspur-February-3-2024-Premier-League,2024-02-03,Everton,Tottenham,Premier League
0,0,0,Shot,0,0.0,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
7,Newcastle Utd,Sean Longstaff,Shot,Goal,0.21,0.62,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
9,Luton Town,Ross Barkley,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
16,Luton Town,Carlton Morris,Shot,Saved,0.03,0.05,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
17,Newcastle Utd,Jacob Murphy,Shot,Blocked,0.02,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
21,Luton Town,Gabriel Osho,Shot,Goal,0.48,0.5,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
23,Luton Town,Elijah Adebayo,Shot,Blocked,0.04,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
23,Newcastle Utd,Anthony Gordon,Shot,Saved,0.13,0.04,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
23,Newcastle Utd,Sean Longstaff,Shot,Goal,0.6,0.92,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
35,Newcastle Utd,Anthony Gordon,Shot,Off Target,0.17,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
35,Newcastle Utd,Sean Longstaff,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
40,Luton Town,Alfie Doughty,Shot,Saved,0.05,0.34,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
40,Luton Town,Ross Barkley,Shot,Goal,0.68,0.81,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
51,Newcastle Utd,Fabian Schär,Shot,Off Target,0.02,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
52,Newcastle Utd,Jacob Murphy,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
53,Newcastle Utd,Jacob Murphy,Shot,Off Target,0.03,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
59,Luton Town,Carlton Morris(pen),Penalty,Goal,0.79,0.97,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
62,Luton Town,Elijah Adebayo,Shot,Goal,0.12,0.89,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
66,Newcastle Utd,Sean Longstaff,Shot,Blocked,0.08,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
66,Newcastle Utd,Jacob Murphy,Shot,Blocked,0.13,0.0,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
67,Newcastle Utd,Kieran Trippier,Shot,Goal,0.33,0.8,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,2024-02-03,Newcastle Utd,Luton Town,Premier League
